,Unnamed: 0,words,ner_c,ner_f
3841,3841,"['En', 'voulant', 'remettre', 'en', 'marche', 'une', 'auto', 'en', 'panne', 'des', 'jeunes', 'gens', ',', 'à', 'la', 'Garenne', 'provoquent', 'un', 'accident', 'Ivre', ',', 'le', 'chauffeur', 'Elysée', 'Moine', ',', '56', 'ans', ',', 'demeurant', 'rue', 'Monselet', 'à', 'Paris', ',', 'ne', 'pouvait', 'arriver', ',', 'hier', 'matin', ',', 'à', 're¬', 'mettre', 'en', 'marche', 'sa', 'voiture', ',', 'en', 'panne', 'boulevard', 'de', 'la', 'République', 'à', 'la', 'Ga¬', 'renne', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'E', 'E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 5, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 5, 6, 6, 0]"
3842,3842,"['Quatre', 'jeunes', 'gens', 's', ""'"", 'offrirent', 'à', 'l', ""'"", 'ai¬', 'der', '.', 'L', ""'"", 'un', 'prit', 'la', 'place', 'du', 'conducteur', ',', 'le', 'second', 's', ""'"", 'installa', 'dans', 'l', ""'"", 'auto', 'et', 'les', 'deux', 'autres', 'se', 'mirent', 'en', 'devoir', 'de', 'pousser', 'le', 'véhicule', '.', 'Brusquement', ',', 'ce¬', 'lui', '-', 'ci', 'démarra', '.', 'Le', 'chauffeur', 'improvisé', 'qui', 'ne', 'savait', 'pas', 'conduire', 's', ""'"", 'affola', 'et', 'lâcha', 'les', 'commandes', '.', 'L', ""'"", 'auto', 'entra', 'alors', 'en', 'collision', 'avec', 'une', 'voiture', 'de', 'maraîchers', '.', 'Les', 'deux', 'jeunes', 'gens', ':', 'Roger', 'Hennequin', ',', '19', 'ans', ',', 'rue', 'du', 'Ca¬', 'pitaine', '-', 'Guynemer', 'à', 'Courbevoie', 'et', 'La¬', 'sem', 'Mohammed', ',', '35', 'ans', ',', 'boulevard', 'de', 'Verdun', ',', 'même', 'localité', ',', 'assez', 'griève¬', 'ment', 'blessés', 'furent', 'transportés', 'à', 'la', 'maison', 'départementale', 'de', 'Nanterre', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 5, 6, 6, 6, 6, 6, 0, 5, 0, 1, 2, 2, 2, 2, 2, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0]"
3843,3843,"['Le', 'chauffeur', 'Moine', 'a', 'été', 'consigné', 'à', 'la', 'disposition', 'du', 'commissaire', 'de', 'po¬', 'lice', '.']","['O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3844,3844,"['Pour', 'les', 'yeux', 'd', ""'"", 'une', 'belle', 'deux', 'Arabes', 'se', 'battent', 'en', 'duel', 'dans', 'une', 'rue', 'd', ""'"", 'Asnières', 'Un', 'passant', 'est', 'blessé', 'Mohammed', 'Ferrah', ',', '30', 'ans', ',', '6', ',', 'place', 'de', 'l', ""'"", 'Asile', ',', 'à', 'Asnières', ',', 'avait', 'été', ',', 'ces', 'jours', 'derniers', ',', 'abandonné', 'par', 'son', 'amie', 'qui', 'était', 'allée', 'vivre', 'avec', 'un', 'autre', 'Arabe', ',', 'Lassen', 'Mohammed', ',', '27', 'ans', ',', 'mê¬', 'me', 'adresse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 5, 6, 6, 6, 6, 6, 6, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
3845,3845,"['Hier', ',', 'les', 'deux', 'rivaux', ',', 'après', 's', ""'"", 'être', 'violemment', 'querellés', ',', 'décidèrent', 'de', 'se', 'battre', 'en', 'duel', 'et', 'convinrent', 'que', 'la', 'belle', 'appartiendrait', 'au', 'vainqueur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3846,3846,"['Rue', 'de', 'Malakoff', ',', 'à', '7', 'heures', ',', 'Ferrah', 'et', 'Mohammed', ',', 'armés', 'chacun', 'd', ""'"", 'un', 're¬', 'volver', 'se', 'placèrent', 'face', 'à', 'face', '.', 'Deux', 'détonations', 'retentirent', '.', 'Blesse', 'au', 'ven¬', 'tre', ',', 'Mohammed', 'Ferrah', 's', ""'"", 'affaissa', '.', 'On', 'le', 'transporta', 'à', 'l', ""'"", 'hôpital', 'Beaujon', ',', 'ainsi', 'qu', ""'"", 'un', 'passant', ',', 'Abdallah', 'Medjour', '.', '35', 'ans', ',', 'demeurant', 'rue', 'de', 'l', ""'"", 'Espérance', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O']","[5, 6, 6, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0, 5, 6, 6, 6, 6, 0]"
3847,3847,"['à', 'Gennevilliers', ',', 'atteint', 'au', 'pied', 'gauche', 'par', 'la', 'balle', 'destinée', 'à', 'Lassen', 'Monamn', 'med', '.', 'Ce', 'dernier', ',', 'après', 'interrogatoire', ',', 'a', 'été', 'envoyé', 'au', 'Dépot', '.']","['O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
3848,3848,"['ASNIERES', '.', '—', 'On', 'repêche', 'dans', 'la', 'Seine', 'le', 'corps', 'd', ""'"", 'une', 'femme', 'inconnue', 'paresee', 'e', '50', 'ans', 'environ', ',', 'vêtue', 'd', ""'"", 'un', 'puli', '-', 'over', 'beige', ',', 'd', ""'"", 'une', 'robe', 'noire', 'et', 'd', ""'"", 'une', 'jupe', 'grise', '.', 'A', 'l', ""'"", 'Institut', 'médico', '-', 'légal', '.']","['E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O']","[5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0]"
3849,3849,"['BONDY', '.', '—', 'On', 'prévoit', 'la', 'construction', 'pro¬', 'chaine', ',', 'rue', 'de', 'Paris', ',', 'd', ""'"", 'un', 'groupe', 'scolait', ',', 'dess', 'cours', 'de', 'préapprentisage', 'dont', 'le', 'prix', 's', ""'"", 'entère', 'à', '4', 'ou', '5', 'millions', '.', 'Des', 'écoles', 'maternelles', 'seront', 'également', 'construites', 'dans', 'les', 'quartiens', 'de', 'Maroc', 'et', 'des', 'Coquetiers', '.', 'Ces', 'travaux', 'sont', 'ren¬', 'dus', 'nécessaires', 'par', 'l', ""'"", 'accroissement', 'constent', 'de', 'la', 'population', 'scolaire', ',', 'augmentée', 'de', '200', '%', 'par', 'rapport', 'à', '1914', '.']","['E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3850,3850,"['BOULOGNE', '.', '—', 'Les', 'motocyclistes', 'Georges', 'et', 'James', 'Boiteaux', ',', '121', ',', 'rue', 'des', 'Fieurs', ',', 'au', 'Petie', '-', 'Clamart', ',', 'font', 'une', 'chute', ',', 'par', 'suite', 'd', ""'"", 'un', 'page', ',', 'quai', 'du', 'Point', '-', 'du', '-', 'Jour', ',', 'et', 'leecurtés', 'par', 'un', 'camion', '.', 'A', 'l', ""'"", 'hôpital', 'Ambroise', '-', 'Paré', '.']","['E', 'O', 'O', 'O', 'E', 'E', 'O', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O']","[5, 0, 0, 0, 1, 2, 0, 1, 2, 0, 5, 6, 6, 6, 6, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0]"
3851,3851,"['CHAMPIGNY', '.', '—', 'Le', 'bal', 'travesti', 'organisé', 'par', 'le', 'bureau', 'de', 'bienfaisance', 'au', 'profit', 'de', 'la', 'caisse', 'des', 'écoles', ',', 'aura', 'lieu', ',', 'cette', 'année', ',', 'le', '1er', 'mars', ',', 'en', 'la', 'salle', 'des', 'fêtes', 'de', 'la', 'mairie', '.']","['E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3852,3852,"['COURBEVOIE', '.', '—', 'Au', 'cours', 'de', 'son', 'travail', 'dans', 'un', 'immeuble', 'du', 'boulevard', 'Saint', '-', 'Denis', ',', 'M', '.', 'Adrien', 'Marcus', ',', '36', 'ans', ',', '66', ',', 'rue', 'Segolnn', ',', 'lait', 'une', 'chute', 'et', 'meurt', 'des', 'suites', 'd', ""'"", 'une', 'fracture', 'du', 'crâne', '.', 'A', 'la', 'maison', 'départementale', 'de', 'Nanterre', '.']","['E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 1, 2, 2, 2, 2, 2, 2, 0, 5, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0]"
3853,3853,"['FONTENAY', '-', 'SOUS', '-', 'BOIS', '.', '—', 'La', 'société', 'des', '«', 'Concerts', 'symphoniques', '»', 'donnera', 'une', 'soiree', 'amicale', 'samedi', 'prochain', ',', 'à', '20', 'h', '.', '30', ',', '23', ',', 'avenue', 'de', 'la', 'République', '.']","['E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O']","[5, 6, 6, 6, 6, 0, 0, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0]"
3854,3854,"['—', 'Un', 'bal', 'de', 'nuit', ',', 'organisé', 'par', 'l', ""'"", 'Amicale', 'du', 'Plateau', 'aura', 'lieu', 'samedi', 'prochain', ',', 'dans', 'la', 'salle', 'des', 'fêtes', 'de', 'la', 'Société', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3855,3855,"['IVRY', '.', '—', 'Une', 'auto', 'conduite', 'par', 'M', '.', 'Abel', 'Val', ',', 'marchand', 'de', 'beurre', ',', '5', 'bis', ',', 'rue', 'Emile', '-', 'Zola', ',', 'à', 'Choisy', ',', 'renverse', 'et', 'blesse', 'grièvement', ',', 'avenue', 'de', 'Choisy', ',', 'M', '.', 'Jean', 'Coudrais', ',', '50', 'ans', ',', 'épicier', '.']","['E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O']","[5, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 5, 6, 6, 6, 6, 6, 6, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0]"
3856,3856,"['Le', 'blessé', 'est', 'admis', 'à', 'l', ""'"", 'hôpital', 'de', 'la', 'Pitié', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0]"
3857,3857,"['KREMLIN', '-', 'BICETRE', '.', '—', 'L', ""'"", 'administration', 'mu¬', 'nicipale', 'va', 'faire', 'procéder', ',', 'ces', 'jours', '-', 'ci', ',', 'à', 'la', 'pose', 'de', 'l', ""'"", 'éclairage', 'électrique', 'dans', 'les', 's', 'd', 'suivantes', ':', 'rue', 'Pasteur', ',', 'rue', 'Voitaire', ',', 'rue', 'Emile', '-', 'Zola', ',', 'rue', 'Delescluze', ',', 'rue', 'J', '.', '-', 'B', '.', '-', 'Clément', ',', 'rue', 'd', ""'"", 'Ivry', ',', 'rue', 'Carnot', ',', 'rue', 'Danton', ',', 'rue', 'Anatole¬', 'France', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'O', 'E', 'E', 'O', 'E', 'E', 'E', 'O']","[5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 5, 6, 0, 5, 6, 6, 6, 0, 5, 6, 0, 5, 6, 6, 6, 6, 6, 6, 6, 0, 5, 6, 6, 6, 0, 5, 6, 0, 5, 6, 0, 5, 6, 6, 0]"
3858,3858,"['L', ""'"", 'ILE', '-', 'SAINT', '-', 'DENIS', '.', '—', 'A', 'la', 'suite', 'd', ""'"", 'une', 'rixe', 'dans', 'un', 'débit', 'du', 'boulevard', 'du', 'Pagel', ',', 'Pierre', 'Rérignard', ',', '30', 'ans', ',', 'ferrailleur', ',', 'demeurant', 'ruelle', 'du', 'Pêcheur', ',', 'frappe', 'de', 'plusieurs', 'coups', 'de', 'cou¬', 'teau', 'Pierre', 'Coamile', ',', '34', 'ans', '.', '16', ',', 'boulevard', 'du', 'Pagel', '.', 'Le', 'blessé', 'est', 'à', 'l', ""'"", 'hôpital', 'communal', ',', 'le', 'meurtrier', 'au', 'Dépôt', '.']","['E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O']","[5, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
3859,3859,"['MONTREUIL', '.', '—', 'Des', 'cambrioleurs', 's', ""'"", 'introdui¬', 'sent', 'dans', 'l', ""'"", 'appartement', 'de', 'M', '.', 'Albert', 'Jour¬', 'naux', ',', 'livreur', 'encaisseur', ',', '35', ',', 'rue', 'Jean', '-', 'Jacques¬', 'Rousseau', ',', 'et', 'dérobent', 'pour', '4', '.', '000', 'francs', 'de', 'vêtements', 'et', 'de', 'linge', '.']","['E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 5, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3860,3860,"['PANTIN', '.', '—', 'Rue', 'de', 'Paris', ',', 'M', '.', 'Paul', 'Vasseur', '.', '46', 'ans', ',', 'demeurant', 'chemin', 'de', 'Bretagne', ',', 'à', 'Ro¬', 'mainville', ',', 'est', 'renversé', 'par', 'l', ""'"", 'auto', 'de', 'M', '.', 'Georges', 'Schœgel', ',', 'mécanicien', ',', '11', ',', 'rue', 'Alfred', '-', 'Lesueur', ',', 'et', 'transporté', 'à', 'l', ""'"", 'hôpital', 'Tenon', '.']","['E', 'O', 'O', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O']","[5, 0, 0, 5, 6, 6, 0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 5, 6, 6, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 5, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 3, 4, 0]"
3861,3861,"['SAINT', '-', 'DENIS', '.', '—', 'Ce', 'soir', ',', 'à', '20', 'h', '.', '30', ',', 'à', 'la', 'kermesse', ',', 'l', ""'"", 'Université', 'populaire', 'donne', 'un', 'grand', 'gala', 'de', 'la', 'chanson', 'française', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3862,3862,"['SAINT', '-', 'MANDE', '.', '—', 'Demain', ',', 'à', '20', 'h', '.', '45', ',', 'sera', 'tenue', ',', 'à', 'la', 'mairie', ',', 'l', ""'"", 'assemblée', 'générale', 'statu¬', 'taire', 'de', 'la', 'Caisse', 'de', 'retraite', 'mutuelle', 'des', 'an¬', 'ciens', 'combattants', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O']","[5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 0]"
3863,3863,"['—', 'Samedi', 'prochain', ',', 'à', '20', 'h', '.', '30', ',', 'au', 'gymnase', 'municipal', ',', 'une', 'représentation', 'théâtrale', 'sera', 'donnée', 'par', 'le', 'patronage', 'Paul', 'Bert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
3864,3864,"['SAINT', '-', 'OUEN', '.', '—', 'Une', 'allocation', 'de', '11', '.', '000', 'francs', 'vient', 'd', ""'"", 'être', 'attribuée', 'à', 'la', 'commune', 'à', 'titre', 'de', 'subvention', 'départementale', 'pour', 'l', ""'"", 'orga¬', 'nisation', 'de', 'cours', 'd', ""'"", 'apprentis', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
