TOKEN,NE-COARSE-LIT,NE-COARSE-METO,NE-FINE-LIT,NE-FINE-METO,NE-FINE-COMP,NE-NESTED,NEL-LIT,NEL-METO,MISC
;,I-PER,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
gouvernants,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
que,O,_,O,_,_,O,_,_,_
ce,O,_,O,_,_,O,_,_,NoSpaceAfter
qui,O,_,O,_,_,O,_,_,_
nous,O,_,O,_,_,O,_,_,_
flatte,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
Le,I-PER,_,O,_,_,O,_,_,_
reste,I-PER,_,O,_,_,O,_,_,_
nous,I-PER,_,O,_,_,O,_,_,_
paraît,I-PER,_,O,_,_,O,_,_,_
ou,I-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
ennuyeux,B-ORG,_,O,_,_,O,_,_,_
ou,B-ORG,_,O,_,_,O,_,_,_
indifférent,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-HumanProd,_,O,_,_,O,_,_,_
Je,B-ORG,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
repète,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
il,I-PER,_,O,_,_,O,_,_,_
n,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-LOC,_,O,_,_,O,_,_,NoSpaceAfter
y,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
point,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
parité,I-PER,_,O,_,_,O,_,_,_
possible,I-PER,_,O,_,_,O,_,_,_
à,I-ORG,_,O,_,_,O,_,_,_
établir,B-HumanProd,_,O,_,_,O,_,_,_
entre,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Georges,I-PER,_,O,_,_,O,Q3816,_,_
Sand,I-PER,_,O,_,_,O,Q3816,_,_
et,I-PER,_,O,_,_,O,_,_,_
Déjazet,I-PER,_,O,_,_,O,Q437167,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
entre,I-PER,_,O,_,_,O,_,_,_
un,B-ORG,_,O,_,_,O,_,_,_
des,I-PER,_,O,_,_,O,_,_,_
écri¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
vains,I-PER,_,O,_,_,O,_,_,_
immortels,B-ORG,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
notre,I-PER,_,O,_,_,O,_,_,_
langue,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
entre,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
admirable,O,_,O,_,_,O,_,_,_
auteur,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
Valentine,O,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Mare,B-ORG,_,O,_,_,O,_,_,_
au,I-PER,_,O,_,_,O,_,_,_
Diable,O,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,_
l,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
exquise,O,_,O,_,_,O,_,_,_
chanteuse,B-ORG,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
a¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
riettes,O,_,O,_,_,O,_,_,_
qui,O,_,O,_,_,O,_,_,_
amusa,O,_,O,_,_,O,_,_,_
trois,I-PER,_,O,_,_,O,_,_,_
générations,I-PER,_,O,_,_,O,_,_,_
par,I-PER,_,O,_,_,O,_,_,_
ses,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
après,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
guerre,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Allemagne,B-ORG,_,O,_,_,O,Q183,_,_
aura,B-ORG,_,O,_,_,O,_,_,_
acquis,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
en,O,_,O,_,_,O,_,_,_
force,O,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,_
en,O,_,O,_,_,O,_,_,_
prépondérance,I-PER,_,O,_,_,O,_,_,_
ce,O,_,O,_,_,O,_,_,_
que,O,_,O,_,_,O,_,_,_
sa,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
colossale,I-PER,_,O,_,_,O,_,_,_
amie,I-ORG,_,O,_,_,O,_,_,_
aura,B-ORG,_,O,_,_,O,_,_,_
perdu,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
N,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
avons,O,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
nous,B-ORG,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
raison,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
dire,I-PER,_,O,_,_,O,_,_,_
que,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
l,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
amitié,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Allemagne,I-ORG,_,O,_,_,O,Q183,_,_
est,I-PER,_,O,_,_,O,_,_,_
onéreuse,O,_,O,_,_,O,_,_,_
:,O,_,O,_,_,O,_,_,NoSpaceAfter
N,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
est,O,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
il,I-PER,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
évident,O,_,O,_,_,O,_,_,_
que,O,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
jour,O,_,O,_,_,O,_,_,_
où,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
guerre,O,_,O,_,_,O,_,_,_
aura,O,_,O,_,_,O,_,_,_
éclaté,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
ennuis,I-HumanProd,_,O,_,_,O,_,_,_
que,B-ORG,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
si¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tuation,I-PER,_,O,_,_,O,_,_,_
intérieure,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
empire,B-HumanProd,_,O,_,_,O,_,_,_
peut,I-PER,_,O,_,_,O,_,_,_
cau¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
ser,O,_,O,_,_,O,_,_,_
au,I-PER,_,O,_,_,O,_,_,_
grand,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
chancelier,I-PER,_,O,_,_,O,_,_,_
disparaîtront,I-PER,_,O,_,_,O,_,_,_
?,I-PER,_,O,_,_,O,_,_,_
Il,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
a,I-PER,_,O,_,_,O,_,_,_
déjà,I-PER,_,O,_,_,O,_,_,_
connu,O,_,O,_,_,O,_,_,_
ces,B-ORG,_,O,_,_,O,_,_,_
ennuis,I-PER,_,O,_,_,O,_,_,_
ou,O,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
autres,I-PER,_,O,_,_,O,_,_,_
ana,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
logues,B-ORG,_,O,_,_,O,_,_,_
avant,I-PER,_,O,_,_,O,_,_,_
1866,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
avant,I-PER,_,O,_,_,O,_,_,_
1870,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
l,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
on,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
sait,I-PER,_,O,_,_,O,_,_,_
comme,I-PER,_,O,_,_,O,_,_,_
l,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
opinion,I-LOC,_,O,_,_,O,_,_,_
publique,I-PER,_,O,_,_,O,_,_,_
a,B-ORG,_,O,_,_,O,_,_,_
suivi,O,_,O,_,_,O,_,_,_
do,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
cilement,O,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
impulsion,O,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
il,I-ORG,_,O,_,_,O,_,_,_
lui,I-PER,_,O,_,_,O,_,_,_
donnait,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,NoSpaceAfter
comme,O,_,O,_,_,O,_,_,_
les,I-PER,_,O,_,_,O,_,_,_
passions,O,_,O,_,_,O,_,_,_
des,I-PER,_,O,_,_,O,_,_,_
partis,I-PER,_,O,_,_,O,_,_,_
se,I-PER,_,O,_,_,O,_,_,_
sont,O,_,O,_,_,O,_,_,NoSpaceAfter
tues,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
quand,B-HumanProd,_,O,_,_,O,_,_,_
les,I-PER,_,O,_,_,O,_,_,_
questions,O,_,O,_,_,O,_,_,_
étrangères,O,_,O,_,_,O,_,_,_
or,O,_,O,_,_,O,_,_,_
it,O,_,O,_,_,O,_,_,NoSpaceAfter
surgi,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Actuellement,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
la,B-ORG,_,O,_,_,O,_,_,_
situation,O,_,O,_,_,O,_,_,_
etst,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
meilleure,I-PER,_,O,_,_,O,_,_,_
encore,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
puisque,O,_,O,_,_,O,_,_,_
le,B-HumanProd,_,O,_,_,O,_,_,_
mêmer,O,_,O,_,_,O,_,_,_
é¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
sultat,B-ORG,_,O,_,_,O,_,_,_
peut,I-ORG,_,O,_,_,O,_,_,_
être,I-PER,_,O,_,_,O,_,_,_
obtenu,O,_,O,_,_,O,_,_,_
sans,B-HumanProd,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-LOC,_,O,_,_,O,_,_,NoSpaceAfter
il,B-ORG,_,O,_,_,O,_,_,_
soit,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
nécessaire,O,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
agir,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
mettre,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
armes,O,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,NoSpaceAfter
la,O,_,O,_,_,O,_,_,_
main,O,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,_
en,O,_,O,_,_,O,_,_,_
se,O,_,O,_,_,O,_,_,_
contentant,O,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
interve,O,_,O,_,_,O,_,_,_
nir,O,_,O,_,_,O,_,_,NoSpaceAfter
diplomatiquement,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Nous,B-ORG,_,O,_,_,O,_,_,_
comprenons,B-ORG,_,O,_,_,O,_,_,_
donc,I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
nous,O,_,O,_,_,O,_,_,_
p,O,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
arta¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
geons,O,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
émotion,B-ORG,_,O,_,_,O,_,_,_
causée,I-PER,_,O,_,_,O,_,_,_
par,I-PER,_,O,_,_,O,_,_,_
cette,B-ORG,_,O,_,_,O,_,_,_
iiter¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
vention,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Nous,I-PER,_,O,_,_,O,_,_,_
avons,B-HumanProd,_,O,_,_,O,_,_,_
seulement,I-PER,_,O,_,_,O,_,_,_
sur,I-PER,_,O,_,_,O,_,_,_
beau¬,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
coup,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
autres,I-PER,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
triste,O,_,O,_,_,O,_,_,_
avantage,I-PER,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,_
n,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
en,O,_,O,_,_,O,_,_,NoSpaceAfter
être,I-PER,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
surpris,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,_
Nous,O,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
attendions,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-HumanProd,_,O,_,_,O,_,_,_
nous,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
étions,I-PER,_,O,_,_,O,_,_,_
certain,I-PER,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
elle,O,_,O,_,_,O,_,_,_
se,O,_,O,_,_,O,_,_,_
produi,O,_,O,_,_,O,_,_,_
rait,O,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
que,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
choses,I-LOC,_,O,_,_,O,_,_,_
ne,O,_,O,_,_,O,_,_,_
prendraient,I-PER,_,O,_,_,O,_,_,_
leuir,I-PER,_,O,_,_,O,_,_,_
véri¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
table,O,_,O,_,_,O,_,_,_
allure,O,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
après,O,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
elle,O,_,O,_,_,O,_,_,_
se,O,_,O,_,_,O,_,_,_
serait,O,_,O,_,_,O,_,_,NoSpaceAfter
produite,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Nous,B-ORG,_,O,_,_,O,_,_,_
sommes,I-PER,_,O,_,_,O,_,_,_
égoïste,I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
nous,B-HumanProd,_,O,_,_,O,_,_,_
nous,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
préoccupons,O,_,O,_,_,O,_,_,_
surtout,O,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
France,B-ORG,_,O,_,_,O,Q142,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
Nous,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
avons,I-PER,_,O,_,_,O,_,_,_
toujours,B-ORG,_,O,_,_,O,_,_,_
conseillé,O,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
prudence,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
réserve,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
le,O,_,O,_,_,O,_,_,_
silence,O,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
ceux,O,_,O,_,_,O,_,_,_
qui,O,_,O,_,_,O,_,_,_
gèrient,I-PER,_,O,_,_,O,_,_,_
ou,O,_,O,_,_,O,_,_,NoSpaceAfter
représentent,O,_,O,_,_,O,_,_,_
nos,B-HumanProd,_,O,_,_,O,_,_,_
intérêts,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
Nous,O,_,O,_,_,O,_,_,_
ne,B-ORG,_,O,_,_,O,_,_,_
leur,O,_,O,_,_,O,_,_,NoSpaceAfter
ferons,O,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
l,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
injure,B-ORG,_,O,_,_,O,_,_,_
de,I-ORG,_,O,_,_,O,_,_,_
croire,B-ORG,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
tels,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
conseils,B-ORG,_,O,_,_,O,_,_,_
soient,B-ORG,_,O,_,_,O,_,_,_
désormais,B-HumanProd,_,O,_,_,O,_,_,_
nécessaires,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Nous,B-ORG,_,O,_,_,O,_,_,_
regrettons,B-ORG,_,O,_,_,O,_,_,_
qu,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
ils,I-PER,_,O,_,_,O,_,_,_
aient,O,_,O,_,_,O,_,_,_
pu,I-PER,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
être,O,_,O,_,_,O,_,_,NoSpaceAfter
Aujourd,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
hui,B-HumanProd,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
silence,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
réserve,I-ORG,_,O,_,_,O,_,_,_
s,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
im¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
posent,B-HumanProd,_,O,_,_,O,_,_,_
impérieusement,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Nous,O,_,O,_,_,O,_,_,_
avons,I-PER,_,O,_,_,O,_,_,_
as¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
surément,O,_,O,_,_,O,_,_,_
des,B-ORG,_,O,_,_,O,_,_,_
intérêts,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
très,B-ORG,_,O,_,_,O,_,_,_
graves,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,NoSpaceAfter
et,B-ORG,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,_
très,O,_,O,_,_,O,_,_,_
élevés,O,_,O,_,_,O,_,_,_
dans,O,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
question,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Orient,I-PER,_,O,_,_,O,Q205653,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Le,I-PER,_,O,_,_,O,_,_,_
plus,I-PER,_,O,_,_,O,_,_,_
sûr,O,_,O,_,_,O,_,_,_
moyen,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
compromettre,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
serait,B-ORG,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
nous,I-PER,_,O,_,_,O,_,_,_
mettre,I-PER,_,O,_,_,O,_,_,_
en,I-PER,_,O,_,_,O,_,_,_
avant,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
Nous,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
n,O,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
avons,B-ORG,_,O,_,_,O,_,_,_
cessé,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
quant,B-HumanProd,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
nous,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
recon¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
naître,I-PER,_,O,_,_,O,_,_,_
que,O,_,O,_,_,O,_,_,_
le,O,_,O,_,_,O,_,_,_
droit,O,_,O,_,_,O,_,_,_
est,I-PER,_,O,_,_,O,_,_,_
du,I-PER,_,O,_,_,O,_,_,_
côté,B-ORG,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
Tur¬,O,_,O,_,_,O,Q43,_,NoSpaceAfter|EndOfLine
quie,O,_,O,_,_,O,Q43,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,_
Nous,B-ORG,_,O,_,_,O,_,_,_
servirons,O,_,O,_,_,O,_,_,_
mieux,I-PER,_,O,_,_,O,_,_,_
ce,I-PER,_,O,_,_,O,_,_,_
droit,O,_,O,_,_,O,_,_,_
en,O,_,O,_,_,O,_,_,NoSpaceAfter
nous,O,_,O,_,_,O,_,_,_
abstenant,I-PER,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
en,I-PER,_,O,_,_,O,_,_,_
prenant,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
parole,O,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Tout,I-PER,_,O,_,_,O,_,_,_
ce,I-HumanProd,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,_
nous,O,_,O,_,_,O,_,_,_
pouvons,B-ORG,_,O,_,_,O,_,_,_
désirer,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
pour,B-ORG,_,O,_,_,O,_,_,_
la,B-ORG,_,O,_,_,O,_,_,_
Turquie,B-ORG,_,O,_,_,O,Q43,_,_
à,I-PER,_,O,_,_,O,_,_,_
cette,I-PER,_,O,_,_,O,_,_,_
heure,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
c,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
est,I-PER,_,O,_,_,O,_,_,_
qu,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
elle,O,_,O,_,_,O,_,_,NoSpaceAfter
n,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
ait,O,_,O,_,_,O,_,_,_
à,B-ORG,_,O,_,_,O,_,_,_
faire,I-PER,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
à,O,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
Russie,B-ORG,_,O,_,_,O,Q159,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Nous,O,_,O,_,_,O,_,_,_
som¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
mes,O,_,O,_,_,O,_,_,_
convaincu,O,_,O,_,_,O,_,_,_
qu,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
elle,I-PER,_,O,_,_,O,_,_,_
saura,B-ORG,_,O,_,_,O,_,_,_
se,O,_,O,_,_,O,_,_,_
défen¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
dre,I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
qu,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
elle,O,_,O,_,_,O,_,_,_
a,O,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
